InvestorId;InvestmentId;InvestmentType;ISIN;City;FondsInvestor
Investor90;Investment48464;Fonds;;;Fonds9
Investor46;Investment39630;Fonds;;;Fonds3
Investor15;Investment40617;Fonds;;;Fonds13
Investor66;Investment35143;Fonds;;;Fonds7
Investor43;Investment33923;Fonds;;;Fonds15
Investor75;Investment30855;Fonds;;;Fonds17
Investor10;Investment33784;Fonds;;;Fonds15
Investor10;Investment33288;Fonds;;;Fonds0
Investor22;Investment31181;Fonds;;;Fonds8
Investor9;Investment41840;Fonds;;;Fonds10
Investor23;Investment47106;Fonds;;;Fonds2
Investor36;Investment41161;Fonds;;;Fonds18
Investor27;Investment41011;Fonds;;;Fonds3
Investor16;Investment39128;Fonds;;;Fonds17
Investor86;Investment36611;Fonds;;;Fonds2
Investor38;Investment43679;Fonds;;;Fonds13
Investor92;Investment35920;Fonds;;;Fonds14
Investor6;Investment46271;Fonds;;;Fonds9
Investor55;Investment48633;Fonds;;;Fonds3
Investor15;Investment45177;Fonds;;;Fonds12
Investor17;Investment30711;Fonds;;;Fonds16
Investor24;Investment44575;Fonds;;;Fonds16
Investor32;Investment35983;Fonds;;;Fonds13
Investor39;Investment36056;Fonds;;;Fonds1
Investor68;Investment40148;Fonds;;;Fonds3
Investor83;Investment37493;Fonds;;;Fonds9
Investor90;Investment49927;Fonds;;;Fonds13
Investor67;Investment38646;Fonds;;;Fonds16
Investor50;Investment38653;Fonds;;;Fonds5
Investor64;Investment48369;Fonds;;;Fonds2
Investor64;Investment40473;Fonds;;;Fonds9
Investor33;Investment46476;Fonds;;;Fonds5
Investor11;Investment39309;Fonds;;;Fonds12
Investor74;Investment46653;Fonds;;;Fonds9
Investor21;Investment42558;Fonds;;;Fonds3
Investor66;Investment33409;Fonds;;;Fonds16
Investor89;Investment38642;Fonds;;;Fonds15
Investor35;Investment37001;Fonds;;;Fonds14
Investor89;Investment35721;Fonds;;;Fonds12
Investor43;Investment46930;Fonds;;;Fonds4
Investor22;Investment37614;Fonds;;;Fonds5
Investor5;Investment46005;Fonds;;;Fonds13
Investor59;Investment44537;Fonds;;;Fonds6
Investor84;Investment36121;Fonds;;;Fonds1
Investor76;Investment33559;Fonds;;;Fonds0
Investor56;Investment36158;Fonds;;;Fonds16
Investor42;Investment40844;Fonds;;;Fonds0
Investor98;Investment35170;Fonds;;;Fonds7
Investor26;Investment32620;Fonds;;;Fonds5
Investor90;Investment37521;Fonds;;;Fonds4
Investor78;Investment37223;Fonds;;;Fonds12
Investor17;Investment32944;Fonds;;;Fonds4
Investor78;Investment45959;Fonds;;;Fonds7
Investor21;Investment44437;Fonds;;;Fonds9
Investor90;Investment48950;Fonds;;;Fonds9
Investor66;Investment49508;Fonds;;;Fonds11
Investor13;Investment30865;Fonds;;;Fonds3
Investor74;Investment35966;Fonds;;;Fonds5
Investor96;Investment40646;Fonds;;;Fonds4
Investor58;Investment39488;Fonds;;;Fonds16
Investor84;Investment33283;Fonds;;;Fonds18
Investor42;Investment47900;Fonds;;;Fonds7
Investor58;Investment39280;Fonds;;;Fonds9
Investor56;Investment30255;Fonds;;;Fonds3
Investor44;Investment36890;Fonds;;;Fonds3
Investor88;Investment33443;Fonds;;;Fonds0
Investor24;Investment47754;Fonds;;;Fonds8
Investor52;Investment49193;Fonds;;;Fonds8
Investor93;Investment30649;Fonds;;;Fonds17
Investor19;Investment41810;Fonds;;;Fonds16
Investor48;Investment48956;Fonds;;;Fonds2
Investor57;Investment43595;Fonds;;;Fonds1
Investor15;Investment43421;Fonds;;;Fonds8
Investor12;Investment31888;Fonds;;;Fonds3
Investor92;Investment48439;Fonds;;;Fonds3
Investor12;Investment49477;Fonds;;;Fonds15
Investor63;Investment33462;Fonds;;;Fonds9
Investor47;Investment44419;Fonds;;;Fonds15
Investor61;Investment30551;Fonds;;;Fonds5
Investor11;Investment41947;Fonds;;;Fonds14
Investor40;Investment37833;Fonds;;;Fonds18
Investor90;Investment32965;Fonds;;;Fonds0
Investor41;Investment34365;Fonds;;;Fonds3
Investor59;Investment47947;Fonds;;;Fonds7
Investor84;Investment37471;Fonds;;;Fonds4
Investor47;Investment43976;Fonds;;;Fonds16
Investor54;Investment40703;Fonds;;;Fonds18
Investor89;Investment45076;Fonds;;;Fonds7
Investor83;Investment31891;Fonds;;;Fonds8
Investor54;Investment30893;Fonds;;;Fonds15
Investor53;Investment32869;Fonds;;;Fonds0
Investor14;Investment35660;Fonds;;;Fonds0
Investor38;Investment38665;Fonds;;;Fonds6
Investor30;Investment44943;Fonds;;;Fonds12
Investor57;Investment45538;Fonds;;;Fonds3
Investor78;Investment31537;Fonds;;;Fonds7
Investor46;Investment30149;Fonds;;;Fonds10
Investor3;Investment39283;Fonds;;;Fonds11
Investor39;Investment37316;Fonds;;;Fonds0
Investor87;Investment30912;Fonds;;;Fonds6
Investor31;Investment41029;Fonds;;;Fonds13
Investor89;Investment30123;Fonds;;;Fonds6
Investor4;Investment48815;Fonds;;;Fonds3
Investor7;Investment41232;Fonds;;;Fonds18
Investor42;Investment37736;Fonds;;;Fonds15
Investor21;Investment39658;Fonds;;;Fonds5
Investor1;Investment41963;Fonds;;;Fonds7
Investor66;Investment41951;Fonds;;;Fonds1
Investor27;Investment33414;Fonds;;;Fonds1
Investor78;Investment32197;Fonds;;;Fonds3
Investor2;Investment44347;Fonds;;;Fonds4
Investor65;Investment47338;Fonds;;;Fonds8
Investor13;Investment31631;Fonds;;;Fonds14
Investor84;Investment43395;Fonds;;;Fonds15
Investor18;Investment34967;Fonds;;;Fonds8
Investor92;Investment36371;Fonds;;;Fonds18
Investor1;Investment33701;Fonds;;;Fonds11
Investor98;Investment39679;Fonds;;;Fonds10
Investor71;Investment30008;Fonds;;;Fonds1
Investor96;Investment45707;Fonds;;;Fonds0
Investor34;Investment36907;Fonds;;;Fonds6
Investor34;Investment49035;Fonds;;;Fonds0
Investor68;Investment47246;Fonds;;;Fonds18
Investor39;Investment33349;Fonds;;;Fonds3
Investor65;Investment41053;Fonds;;;Fonds14
Investor34;Investment31314;Fonds;;;Fonds11
Investor19;Investment37174;Fonds;;;Fonds9
Investor83;Investment35639;Fonds;;;Fonds18
Investor53;Investment41380;Fonds;;;Fonds3
Investor13;Investment36495;Fonds;;;Fonds15
Investor65;Investment36146;Fonds;;;Fonds7
Investor60;Investment48607;Fonds;;;Fonds3
Investor7;Investment40811;Fonds;;;Fonds12
Investor73;Investment47121;Fonds;;;Fonds17
Investor78;Investment34010;Fonds;;;Fonds6
Investor49;Investment46670;Fonds;;;Fonds8
Investor86;Investment40524;Fonds;;;Fonds11
Investor34;Investment34162;Fonds;;;Fonds16
Investor16;Investment43580;Fonds;;;Fonds13
Investor62;Investment34752;Fonds;;;Fonds11
Investor45;Investment47565;Fonds;;;Fonds12
Investor86;Investment33888;Fonds;;;Fonds18
Investor61;Investment48426;Fonds;;;Fonds8
Investor4;Investment32356;Fonds;;;Fonds15
Investor51;Investment38616;Fonds;;;Fonds12
Investor86;Investment44415;Fonds;;;Fonds2
Investor0;Investment41407;Fonds;;;Fonds15
Investor52;Investment39605;Fonds;;;Fonds13
Investor12;Investment35995;Fonds;;;Fonds13
Investor63;Investment48336;Fonds;;;Fonds11
Investor77;Investment32867;Fonds;;;Fonds4
Investor46;Investment47028;Fonds;;;Fonds17
Investor31;Investment44144;Fonds;;;Fonds1
Investor42;Investment36939;Fonds;;;Fonds14
Investor53;Investment36333;Fonds;;;Fonds6
Investor96;Investment35254;Fonds;;;Fonds9
Investor20;Investment45436;Fonds;;;Fonds15
Investor63;Investment32479;Fonds;;;Fonds15
Investor40;Investment34239;Fonds;;;Fonds9
Investor8;Investment33289;Fonds;;;Fonds3
Investor2;Investment47469;Fonds;;;Fonds5
Investor16;Investment37113;Fonds;;;Fonds4
Investor12;Investment47010;Fonds;;;Fonds11
Investor14;Investment39012;Fonds;;;Fonds5
Investor12;Investment31044;Fonds;;;Fonds13
Investor40;Investment35052;Fonds;;;Fonds12
Investor58;Investment37182;Fonds;;;Fonds12
Investor39;Investment31415;Fonds;;;Fonds1
Investor5;Investment38486;Fonds;;;Fonds16
Investor67;Investment49188;Fonds;;;Fonds16
Investor6;Investment48855;Fonds;;;Fonds7
Investor66;Investment43116;Fonds;;;Fonds4
Investor81;Investment48609;Fonds;;;Fonds14
Investor8;Investment33001;Fonds;;;Fonds5
Investor50;Investment48835;Fonds;;;Fonds18
Investor46;Investment30279;Fonds;;;Fonds1
Investor72;Investment36964;Fonds;;;Fonds4
Investor63;Investment48415;Fonds;;;Fonds13
Investor86;Investment35137;Fonds;;;Fonds9
Investor77;Investment46326;Fonds;;;Fonds2
Investor33;Investment40442;Fonds;;;Fonds16
Investor65;Investment38308;Fonds;;;Fonds15
Investor71;Investment49335;Fonds;;;Fonds3
Investor88;Investment43272;Fonds;;;Fonds10
Investor34;Investment34427;Fonds;;;Fonds6
Investor18;Investment35675;Fonds;;;Fonds0
Investor29;Investment48864;Fonds;;;Fonds13
Investor64;Investment36646;Fonds;;;Fonds7
Investor19;Investment40622;Fonds;;;Fonds6
Investor81;Investment30249;Fonds;;;Fonds10
Investor29;Investment43888;Fonds;;;Fonds6
Investor22;Investment40881;Fonds;;;Fonds15
Investor92;Investment46197;Fonds;;;Fonds18
Investor8;Investment32169;Fonds;;;Fonds18
Investor60;Investment34728;Fonds;;;Fonds10
Investor29;Investment40699;Fonds;;;Fonds8
Investor73;Investment41512;Fonds;;;Fonds17
Investor46;Investment46448;Fonds;;;Fonds11
Investor91;Investment38043;Fonds;;;Fonds7
Investor10;Investment34026;Fonds;;;Fonds13
Investor28;Investment43512;Fonds;;;Fonds2
Investor60;Investment36682;Fonds;;;Fonds14
Investor46;Investment35293;Fonds;;;Fonds0
Investor43;Investment36670;Fonds;;;Fonds14
Investor57;Investment37083;Fonds;;;Fonds9
Investor11;Investment47404;Fonds;;;Fonds16
Investor63;Investment30286;Fonds;;;Fonds11
Investor23;Investment35220;Fonds;;;Fonds15
Investor90;Investment42722;Fonds;;;Fonds4
Investor7;Investment33998;Fonds;;;Fonds6
Investor23;Investment30574;Fonds;;;Fonds15
Investor56;Investment44608;Fonds;;;Fonds18
Investor76;Investment33722;Fonds;;;Fonds0
Investor62;Investment40917;Fonds;;;Fonds4
Investor73;Investment44366;Fonds;;;Fonds11
Investor36;Investment31404;Fonds;;;Fonds13
Investor44;Investment37981;Fonds;;;Fonds3
Investor23;Investment37796;Fonds;;;Fonds0
Investor79;Investment49640;Fonds;;;Fonds13
Investor93;Investment45103;Fonds;;;Fonds1
Investor11;Investment35959;Fonds;;;Fonds16
Investor93;Investment48393;Fonds;;;Fonds16
Investor19;Investment47432;Fonds;;;Fonds15
Investor22;Investment49855;Fonds;;;Fonds11
Investor38;Investment39480;Fonds;;;Fonds10
Investor82;Investment42563;Fonds;;;Fonds9
Investor72;Investment41022;Fonds;;;Fonds4
Investor73;Investment37651;Fonds;;;Fonds8
Investor46;Investment31840;Fonds;;;Fonds18
Investor21;Investment43477;Fonds;;;Fonds4
Investor71;Investment32024;Fonds;;;Fonds4
Investor26;Investment49171;Fonds;;;Fonds0
Investor71;Investment30873;Fonds;;;Fonds4
Investor75;Investment47860;Fonds;;;Fonds12
Investor49;Investment46301;Fonds;;;Fonds5
Investor71;Investment37613;Fonds;;;Fonds18
Investor18;Investment43266;Fonds;;;Fonds15
Investor28;Investment33664;Fonds;;;Fonds0
Investor30;Investment30150;Fonds;;;Fonds14
Investor22;Investment41493;Fonds;;;Fonds5
Investor53;Investment34302;Fonds;;;Fonds1
Investor6;Investment37862;Fonds;;;Fonds17
Investor72;Investment48175;Fonds;;;Fonds3
Investor12;Investment45666;Fonds;;;Fonds10
Investor58;Investment39451;Fonds;;;Fonds10
Investor71;Investment36934;Fonds;;;Fonds4
Investor45;Investment41036;Fonds;;;Fonds3
Investor29;Investment35481;Fonds;;;Fonds4
Investor33;Investment30866;Fonds;;;Fonds17
Investor24;Investment47835;Fonds;;;Fonds6
Investor83;Investment34090;Fonds;;;Fonds9
Investor50;Investment44074;Fonds;;;Fonds4
Investor66;Investment37089;Fonds;;;Fonds1
Investor96;Investment41058;Fonds;;;Fonds13
Investor98;Investment44788;Fonds;;;Fonds12
Investor34;Investment30348;Fonds;;;Fonds15
Investor40;Investment42474;Fonds;;;Fonds16
Investor24;Investment31516;Fonds;;;Fonds17
Investor4;Investment41575;Fonds;;;Fonds4
Investor74;Investment41116;Fonds;;;Fonds7
Investor37;Investment40751;Fonds;;;Fonds10
Investor89;Investment32389;Fonds;;;Fonds9
Investor75;Investment35222;Fonds;;;Fonds11
Investor69;Investment42280;Fonds;;;Fonds2
Investor34;Investment34211;Fonds;;;Fonds16
Investor95;Investment31253;Fonds;;;Fonds13
Investor83;Investment47049;Fonds;;;Fonds13
Investor0;Investment48301;Fonds;;;Fonds4
Investor13;Investment42706;Fonds;;;Fonds11
Investor1;Investment32124;Fonds;;;Fonds6
Investor17;Investment36298;Fonds;;;Fonds18
Investor15;Investment38060;Fonds;;;Fonds11
Investor91;Investment31059;Fonds;;;Fonds9
Investor56;Investment32675;Fonds;;;Fonds15
Investor39;Investment31191;Fonds;;;Fonds5
Investor5;Investment31624;Fonds;;;Fonds14
Investor20;Investment45472;Fonds;;;Fonds3
Investor7;Investment47322;Fonds;;;Fonds11
Investor62;Investment43624;Fonds;;;Fonds16
Investor65;Investment34507;Fonds;;;Fonds9
Investor37;Investment42905;Fonds;;;Fonds6
Investor42;Investment42384;Fonds;;;Fonds15
Investor39;Investment47499;Fonds;;;Fonds2
Investor22;Investment41762;Fonds;;;Fonds4
Investor36;Investment30436;Fonds;;;Fonds2
Investor20;Investment44970;Fonds;;;Fonds6
Investor59;Investment45997;Fonds;;;Fonds17
Investor73;Investment33995;Fonds;;;Fonds18
Investor76;Investment31844;Fonds;;;Fonds7
Investor14;Investment41114;Fonds;;;Fonds10
Investor31;Investment41513;Fonds;;;Fonds16
Investor93;Investment35868;Fonds;;;Fonds9
Investor23;Investment37338;Fonds;;;Fonds14
Investor55;Investment33743;Fonds;;;Fonds13
Investor83;Investment35505;Fonds;;;Fonds8
Investor63;Investment31949;Fonds;;;Fonds5
Investor29;Investment35416;Fonds;;;Fonds8
Investor2;Investment41515;Fonds;;;Fonds17
Investor76;Investment30113;Fonds;;;Fonds1
Investor62;Investment38907;Fonds;;;Fonds3
Investor87;Investment34891;Fonds;;;Fonds8
Investor44;Investment40886;Fonds;;;Fonds15
Investor16;Investment42141;Fonds;;;Fonds13
Investor31;Investment31163;Fonds;;;Fonds7
Investor6;Investment49851;Fonds;;;Fonds14
Investor67;Investment37311;Fonds;;;Fonds9
Investor58;Investment39220;Fonds;;;Fonds15
Investor9;Investment48731;Fonds;;;Fonds4
Investor57;Investment47271;Fonds;;;Fonds4
Investor92;Investment37395;Fonds;;;Fonds10
Investor13;Investment43398;Fonds;;;Fonds15
Investor33;Investment31560;Fonds;;;Fonds5
Investor60;Investment32710;Fonds;;;Fonds10
Investor38;Investment35504;Fonds;;;Fonds5
Investor36;Investment31638;Fonds;;;Fonds14
Investor94;Investment33864;Fonds;;;Fonds7
Investor50;Investment48434;Fonds;;;Fonds2
Investor52;Investment41850;Fonds;;;Fonds14
Investor32;Investment35119;Fonds;;;Fonds16
Investor14;Investment30540;Fonds;;;Fonds6
Investor36;Investment44244;Fonds;;;Fonds9
Investor10;Investment45518;Fonds;;;Fonds10
Investor23;Investment47355;Fonds;;;Fonds3
Investor97;Investment46315;Fonds;;;Fonds8
Investor69;Investment39864;Fonds;;;Fonds15
Investor23;Investment32503;Fonds;;;Fonds5
Investor91;Investment43418;Fonds;;;Fonds18
Investor35;Investment38962;Fonds;;;Fonds2
Investor71;Investment38057;Fonds;;;Fonds1
Investor75;Investment49553;Fonds;;;Fonds14
Investor74;Investment43361;Fonds;;;Fonds3
Investor17;Investment47188;Fonds;;;Fonds12
Investor29;Investment48240;Fonds;;;Fonds10
Investor0;Investment33793;Fonds;;;Fonds10
Investor77;Investment44137;Fonds;;;Fonds18
Investor91;Investment37387;Fonds;;;Fonds14
Investor26;Investment39825;Fonds;;;Fonds8
Investor7;Investment36100;Fonds;;;Fonds11
Investor15;Investment47489;Fonds;;;Fonds12
Investor67;Investment32322;Fonds;;;Fonds10
Investor61;Investment42734;Fonds;;;Fonds16
Investor49;Investment31938;Fonds;;;Fonds6
Investor16;Investment36143;Fonds;;;Fonds7
Investor82;Investment45941;Fonds;;;Fonds15
Investor1;Investment33824;Fonds;;;Fonds16
Investor96;Investment34359;Fonds;;;Fonds13
Investor32;Investment39370;Fonds;;;Fonds4
Investor84;Investment42785;Fonds;;;Fonds3
Investor19;Investment45480;Fonds;;;Fonds8
Investor88;Investment42473;Fonds;;;Fonds13
Investor12;Investment32406;Fonds;;;Fonds13
Investor75;Investment38464;Fonds;;;Fonds9
Investor69;Investment49850;Fonds;;;Fonds10
Investor62;Investment38035;Fonds;;;Fonds1
Investor25;Investment36947;Fonds;;;Fonds15
Investor77;Investment44897;Fonds;;;Fonds13
Investor21;Investment33246;Fonds;;;Fonds10
Investor18;Investment32477;Fonds;;;Fonds13
Investor60;Investment45909;Fonds;;;Fonds16
Investor82;Investment33188;Fonds;;;Fonds0
Investor75;Investment47619;Fonds;;;Fonds8
Investor22;Investment37273;Fonds;;;Fonds12
Investor36;Investment37096;Fonds;;;Fonds10
Investor81;Investment38044;Fonds;;;Fonds12
Investor17;Investment33703;Fonds;;;Fonds15
Investor94;Investment39207;Fonds;;;Fonds6
Investor3;Investment31372;Fonds;;;Fonds1
Investor59;Investment38111;Fonds;;;Fonds9
Investor59;Investment34156;Fonds;;;Fonds15
Investor44;Investment47321;Fonds;;;Fonds3
Investor67;Investment38929;Fonds;;;Fonds2
Investor42;Investment34081;Fonds;;;Fonds16
Investor36;Investment33393;Fonds;;;Fonds8
Investor63;Investment34520;Fonds;;;Fonds13
Investor52;Investment31133;Fonds;;;Fonds9
Investor85;Investment44284;Fonds;;;Fonds5
Investor93;Investment33588;Fonds;;;Fonds2
Investor39;Investment34123;Fonds;;;Fonds1
Investor96;Investment37276;Fonds;;;Fonds17
Investor72;Investment37497;Fonds;;;Fonds3
Investor89;Investment31541;Fonds;;;Fonds0
Investor7;Investment32487;Fonds;;;Fonds13
Investor16;Investment34561;Fonds;;;Fonds10
Investor81;Investment39898;Fonds;;;Fonds2
Investor62;Investment47988;Fonds;;;Fonds15
Investor98;Investment43761;Fonds;;;Fonds6
Investor47;Investment48477;Fonds;;;Fonds15
Investor66;Investment44218;Fonds;;;Fonds3
Investor74;Investment31399;Fonds;;;Fonds14
Investor0;Investment48085;Fonds;;;Fonds7
Investor70;Investment37409;Fonds;;;Fonds2
Investor7;Investment39381;Fonds;;;Fonds2
Investor45;Investment46336;Fonds;;;Fonds10
Investor32;Investment31905;Fonds;;;Fonds10
Investor91;Investment37635;Fonds;;;Fonds1
Investor38;Investment49268;Fonds;;;Fonds5
Investor12;Investment34270;Fonds;;;Fonds10
Investor33;Investment30473;Fonds;;;Fonds7
Investor64;Investment35922;Fonds;;;Fonds12
Investor5;Investment40309;Fonds;;;Fonds10
Investor92;Investment43348;Fonds;;;Fonds10
Investor71;Investment36783;Fonds;;;Fonds12
Investor24;Investment47424;Fonds;;;Fonds16
Investor73;Investment32604;Fonds;;;Fonds13
Investor21;Investment33406;Fonds;;;Fonds8
Investor68;Investment43445;Fonds;;;Fonds7
Investor38;Investment44056;Fonds;;;Fonds13
Investor5;Investment41713;Fonds;;;Fonds4
Investor10;Investment34043;Fonds;;;Fonds17
Investor39;Investment32883;Fonds;;;Fonds4
Investor83;Investment46409;Fonds;;;Fonds13
Investor80;Investment48669;Fonds;;;Fonds0
Investor20;Investment36809;Fonds;;;Fonds16
Investor87;Investment36244;Fonds;;;Fonds9
Investor91;Investment36656;Fonds;;;Fonds9
Investor67;Investment44153;Fonds;;;Fonds1
Investor6;Investment34954;Fonds;;;Fonds12
Investor54;Investment47496;Fonds;;;Fonds9
Investor18;Investment31849;Fonds;;;Fonds10
Investor18;Investment46568;Fonds;;;Fonds6
Investor47;Investment37986;Fonds;;;Fonds4
Investor36;Investment30635;Fonds;;;Fonds15
Investor84;Investment43894;Fonds;;;Fonds4
Investor59;Investment40747;Fonds;;;Fonds18
Investor72;Investment44348;Fonds;;;Fonds15
Investor59;Investment36865;Fonds;;;Fonds9
Investor96;Investment37769;Fonds;;;Fonds15
Investor4;Investment35336;Fonds;;;Fonds18
Investor71;Investment32361;Fonds;;;Fonds12
Investor13;Investment36010;Fonds;;;Fonds4
Investor72;Investment45022;Fonds;;;Fonds5
Investor59;Investment37687;Fonds;;;Fonds6
Investor73;Investment39073;Fonds;;;Fonds8
Investor90;Investment39834;Fonds;;;Fonds12
Investor78;Investment31075;Fonds;;;Fonds10
Investor18;Investment37714;Fonds;;;Fonds6
Investor82;Investment47384;Fonds;;;Fonds2
Investor41;Investment39264;Fonds;;;Fonds16
Investor60;Investment30248;Fonds;;;Fonds15
Investor92;Investment40665;Fonds;;;Fonds5
Investor59;Investment46768;Fonds;;;Fonds11
Investor41;Investment45397;Fonds;;;Fonds13
Investor56;Investment41719;Fonds;;;Fonds6
Investor34;Investment39014;Fonds;;;Fonds3
Investor15;Investment36351;Fonds;;;Fonds9
Investor88;Investment43893;Fonds;;;Fonds17
Investor86;Investment33556;Fonds;;;Fonds2
Investor56;Investment30125;Fonds;;;Fonds2
Investor40;Investment48689;Fonds;;;Fonds18
Investor23;Investment48157;Fonds;;;Fonds2
Investor31;Investment45456;Fonds;;;Fonds8
Investor57;Investment33436;Fonds;;;Fonds13
Investor14;Investment35625;Fonds;;;Fonds3
Investor46;Investment44512;Fonds;;;Fonds14
Investor57;Investment39404;Fonds;;;Fonds6
Investor56;Investment40441;Fonds;;;Fonds5
Investor86;Investment44342;Fonds;;;Fonds14
Investor63;Investment42117;Fonds;;;Fonds15
Investor1;Investment36527;Fonds;;;Fonds18
Investor60;Investment34874;Fonds;;;Fonds16
Investor71;Investment32796;Fonds;;;Fonds15
Investor34;Investment36311;Fonds;;;Fonds0
Investor33;Investment41797;Fonds;;;Fonds13
Investor95;Investment35158;Fonds;;;Fonds13
Investor65;Investment31548;Fonds;;;Fonds16
Investor23;Investment38240;Fonds;;;Fonds13
Investor7;Investment42907;Fonds;;;Fonds0
Investor28;Investment40510;Fonds;;;Fonds3
Investor9;Investment47044;Fonds;;;Fonds1
Investor73;Investment43529;Fonds;;;Fonds12
Investor84;Investment40108;Fonds;;;Fonds12
Investor64;Investment49293;Fonds;;;Fonds13
Investor92;Investment49029;Fonds;;;Fonds18
Investor25;Investment40382;Fonds;;;Fonds6
Investor58;Investment42768;Fonds;;;Fonds17
Investor5;Investment35781;Fonds;;;Fonds3
Investor79;Investment35380;Fonds;;;Fonds3
Investor49;Investment41312;Fonds;;;Fonds11
Investor43;Investment31010;Fonds;;;Fonds6
Investor83;Investment40057;Fonds;;;Fonds11
Investor72;Investment32383;Fonds;;;Fonds14
Investor39;Investment37330;Fonds;;;Fonds0
Investor62;Investment35207;Fonds;;;Fonds13
Investor47;Investment32571;Fonds;;;Fonds14
Investor81;Investment30251;Fonds;;;Fonds15
Investor14;Investment33868;Fonds;;;Fonds5
Investor44;Investment49826;Fonds;;;Fonds5
Investor27;Investment40773;Fonds;;;Fonds16
Investor33;Investment30200;Fonds;;;Fonds17
Investor21;Investment44338;Fonds;;;Fonds13
Investor30;Investment30318;Fonds;;;Fonds10
Investor18;Investment40841;Fonds;;;Fonds3
Investor40;Investment33120;Fonds;;;Fonds11
Investor0;Investment32063;Fonds;;;Fonds1
Investor21;Investment31492;Fonds;;;Fonds9
Investor24;Investment44616;Fonds;;;Fonds7
Investor8;Investment30796;Fonds;;;Fonds14
Investor59;Investment38897;Fonds;;;Fonds12
Investor67;Investment46093;Fonds;;;Fonds9
Investor91;Investment39553;Fonds;;;Fonds15
Investor80;Investment43796;Fonds;;;Fonds7
Investor57;Investment41589;Fonds;;;Fonds3
Investor47;Investment36114;Fonds;;;Fonds11
Investor66;Investment36600;Fonds;;;Fonds18
Investor38;Investment42863;Fonds;;;Fonds8
Investor66;Investment33114;Fonds;;;Fonds13
Investor64;Investment33018;Fonds;;;Fonds4
Investor88;Investment47748;Fonds;;;Fonds2
Investor86;Investment38694;Fonds;;;Fonds3
Investor52;Investment33279;Fonds;;;Fonds9
Investor76;Investment38508;Fonds;;;Fonds6
Investor36;Investment49813;Fonds;;;Fonds11
Investor19;Investment49059;Fonds;;;Fonds15
Investor16;Investment36950;Fonds;;;Fonds5
Investor86;Investment46436;Fonds;;;Fonds1
Investor32;Investment41641;Fonds;;;Fonds14
Investor71;Investment39950;Fonds;;;Fonds8
Investor84;Investment46486;Fonds;;;Fonds9
Investor14;Investment39333;Fonds;;;Fonds5
Investor50;Investment41182;Fonds;;;Fonds8
Investor78;Investment38214;Fonds;;;Fonds14
Investor78;Investment32824;Fonds;;;Fonds0
Investor94;Investment34264;Fonds;;;Fonds6
Investor87;Investment47416;Fonds;;;Fonds5
Investor42;Investment45277;Fonds;;;Fonds9
Investor65;Investment40934;Fonds;;;Fonds17
Investor23;Investment39822;Fonds;;;Fonds11
Investor91;Investment36955;Fonds;;;Fonds4
Investor4;Investment35707;Fonds;;;Fonds14
Investor34;Investment30842;Fonds;;;Fonds2
Investor95;Investment40485;Fonds;;;Fonds9
Investor19;Investment39981;Fonds;;;Fonds15
Investor80;Investment37513;Fonds;;;Fonds1
Investor51;Investment33622;Fonds;;;Fonds1
Investor2;Investment41103;Fonds;;;Fonds2
Investor15;Investment44315;Fonds;;;Fonds3
Investor91;Investment33029;Fonds;;;Fonds2
Investor95;Investment39288;Fonds;;;Fonds9
Investor9;Investment49882;Fonds;;;Fonds17
Investor14;Investment33747;Fonds;;;Fonds5
Investor49;Investment31220;Fonds;;;Fonds18
Investor54;Investment32730;Fonds;;;Fonds17
Investor40;Investment32157;Fonds;;;Fonds3
Investor79;Investment49720;Fonds;;;Fonds7
Investor43;Investment33185;Fonds;;;Fonds9
Investor93;Investment49145;Fonds;;;Fonds7
Investor98;Investment47371;Fonds;;;Fonds1
Investor23;Investment34303;Fonds;;;Fonds14
Investor13;Investment47094;Fonds;;;Fonds9
Investor87;Investment47529;Fonds;;;Fonds18
Investor52;Investment40764;Fonds;;;Fonds14
Investor22;Investment30752;Fonds;;;Fonds16
Investor45;Investment37180;Fonds;;;Fonds7
Investor16;Investment32500;Fonds;;;Fonds2
Investor12;Investment47631;Fonds;;;Fonds5
Investor2;Investment45297;Fonds;;;Fonds11
Investor61;Investment36120;Fonds;;;Fonds13
Investor58;Investment49834;Fonds;;;Fonds9
Investor24;Investment38266;Fonds;;;Fonds0
Investor71;Investment46689;Fonds;;;Fonds9
Investor43;Investment37258;Fonds;;;Fonds5
Investor71;Investment34951;Fonds;;;Fonds2
Investor84;Investment47252;Fonds;;;Fonds5
Investor52;Investment34518;Fonds;;;Fonds15
Investor55;Investment34192;Fonds;;;Fonds16
Investor57;Investment34943;Fonds;;;Fonds7
Investor54;Investment48065;Fonds;;;Fonds1
Investor67;Investment42644;Fonds;;;Fonds11
Investor14;Investment31907;Fonds;;;Fonds1
Investor70;Investment44980;Fonds;;;Fonds6
Investor39;Investment45616;Fonds;;;Fonds4
Investor75;Investment42793;Fonds;;;Fonds18
Investor75;Investment42585;Fonds;;;Fonds9
Investor0;Investment35593;Fonds;;;Fonds8
Investor1;Investment31765;Fonds;;;Fonds8
Investor24;Investment37355;Fonds;;;Fonds12
Investor38;Investment35969;Fonds;;;Fonds10
Investor14;Investment36118;Fonds;;;Fonds12
Investor43;Investment40447;Fonds;;;Fonds9
Investor48;Investment46328;Fonds;;;Fonds14
Investor66;Investment39508;Fonds;;;Fonds2
